Molecule_ID,InChIKey,SMILES,alpha,beta,delta,gamma
CFMOL_005329,HHXVSBFMULURED-NSHDSACASA-N,C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1C1CCNCC1,,,3000.0,10000000.0
CFMOL_005330,HHZYJTJZIWYVPF-SFHVURJKSA-N,CCC(=O)N1CC[C@H](Oc2ccc3c(c2)N(c2cncc(S(=O)(=O)N(C)C)c2)CCO3)C1,71.0,,9.0,
CFMOL_005331,HIAFGFKTYNYUOY-UHFFFAOYSA-N,Nc1ncnc2c1c(-c1cc3cccc(O)c3[nH]1)nn2C1CCN(C(=O)C2CC2)CC1,500.0,,500.0,50.0
CFMOL_005332,HIANLXNMWIDTCX-AWEZNQCLSA-N,CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(c4nccs4)C3)ncnc21,,,44.0,
CFMOL_005333,HIAUIXOCSLFPKP-UHFFFAOYSA-N,CCOc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C#N)c1C1CN(C(=O)NC(C)(C)C)C1,,,10.0,
CFMOL_005334,HIAWBBYDNBTXCP-QHCPKHFHSA-N,Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3-c3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3)n(-c3ccccc3)c(=O)c12,,,100.0,
CFMOL_005335,HIDBJDHHHUWRCQ-UHFFFAOYSA-N,CN(C(=O)c1nc2c(N3CCOCC3)cc(-c3cnn(C)c3)nc2[nH]1)C1CCN(C2COC2)CC1,,,146.0,
CFMOL_005336,HIERGXUXIGILNL-UHFFFAOYSA-N,Cc1ccccc1Nc1ncc(-c2ccccc2C#N)cc1NC(=O)c1cc(F)cc(C(F)(F)F)c1,750.0,,,
CFMOL_005337,HIFCACJKWWOSBZ-FPYGCLRLSA-N,COc1ncc(-c2ccc3ncnc(C4CCN(C(=O)/C=C/C(C)=O)C4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.53,,3.33,
CFMOL_005338,HIGLZXHZINFZRJ-FQEVSTJZSA-N,COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cc[nH]c(=O)c5)C4)cc32)cc1C,353.0,,12.0,
CFMOL_005339,HIHKZROLVOKLLK-XCVCLJGOSA-N,COc1ncc(-c2ccc3ncnc(N4CC5CCC(C4)N5C(=O)/C=C/C(C)=O)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1Cl,6.0,,16.0,
CFMOL_005340,HIIODXRCAHKJBY-NSHDSACASA-N,C[C@H](Nc1nc(N)nc(N)c1C#N)c1cn(-c2cccnc2)c2cnccc12,,,537.0,
CFMOL_005341,HIKQLXGUPAZZHU-UHFFFAOYSA-N,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5ccccc5)cc43)nc2C1,2666.0,7991.0,80.0,854.0
CFMOL_005342,HINULOIMSQWLCU-UHFFFAOYSA-N,Nc1nc2ccc(-c3nn(Cc4cc5ccccc5nc4-c4ccccc4C(F)(F)F)c4ncnc(N)c34)cc2[nH]1,,,100.0,100.0
CFMOL_005343,HIPAUGRGWMYAIH-UHFFFAOYSA-N,CCOC(=O)CN(c1ccnc(-c2ccc(CN3CCN(C(C)C)CC3)cc2F)c1)S(=O)(=O)c1cc(N2CCOCC2)cnc1OC,10000.0,10000.0,10000.0,10000.0
CFMOL_005344,HIPGSLNKHWCKMD-UHFFFAOYSA-N,CCCn1cc(-c2nc(N3CCOCC3)c3nc(C(=O)N4CCC(N(C)C)CC4)[nH]c3n2)cn1,,,565.0,
CFMOL_005345,HIPZDRDXQLICSG-UHFFFAOYSA-N,CCN1CCN(c2ccc(NC(=O)N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)c(C)c2)CC1,10.0,,,
CFMOL_005346,HIQVUSKJBNXBRV-KRWDZBQOSA-N,CN1CCN(n2c([C@@H](Nc3nc(N)nc(N)c3C#N)C3CC3)nc3cccc(Cl)c3c2=O)CC1,,,21000.0,1740000.0
CFMOL_005347,HIQWQCPYCMOLJP-UHFFFAOYSA-N,CCN(CC)CCCNC(=O)c1cnc2ccc(-c3ccc4oc(N)nc4c3)cn12,1000.0,10000.0,100.0,10000.0
CFMOL_005348,HISYYNTVMOSYII-MRXNPFEDSA-N,Cc1cccc2cc(Cn3nc(C#C[C@@H](C)O)c4c(N)ncnc43)n(C3CCCC3)c(=O)c12,10000.0,10000.0,100.0,10000.0
